question,fact
Which city are Stroopwafels from?,1
What is System Thinking,1
What is the difference between a paint and a pinto?,1
"Which is more important, Nature or Nurture?",1
What to do in Mexico City?,1
Give me a list of the best movies I've never seen.,0
Give me a list of the 3 best activities to do with your kids when the weather is bad outside,0
Provide a brief summary of the reaction to the creation of LIV Golf,1
Why do some people select private schools over public schools?,1
What is the nickname for West Ham United?,1
Who are the top 5 non-fiction writers of all time?,1
What is Angel Falls?,1
"Given this paragraph about bicycle manufacturer Colnago, what Italian automobile company did Colnago work with to develop new carbon fiber technology?",1
"Plan a weekend long vacation to Madrid, and mention multiple specific places you would visit and how you would travel in the city",0
"Based on the text, please give me a brief summary of the history of the DTES neighbourhood in Vancouver",1
What are your favorite musical instruments?,0
When was Rhual constructed?,1
"Identify which animal species is alive or extinct: Purussaurus, Albacore Tuna",1
What is the difference between a chihuaha and a golden retriever?,1
"Identify which instrument is string or woodwind: Domra, Xaphoon",1
What is the best way to define a data&AI strategy?,0
"Classify each of the following whether they help or hurt vision: glasses, binoculars, blindfold, sleep mask, telescope",1
Give me a comma separated list of all the organizations Henry Holst worked for based on this article.,1
Please list the main dog predators according to the passage,1
"Given a reference text about the Spellenspektakel, tell me where it takes place and what games are played.",1
Jokic or Embiid for the MVP?,1
"What are some of the sight seeing and outdoor activities to do in Portugal, Spain",1
Why is the most of the world's land is north of the equator?,1
How many awards did the film The Walrus and the Whistleblower win per this entry of information?,1
What are some areas that firefighters can safely stay in while fighting a wildfire?,1
List me some important facts about Tobiashammer from given text,1
Describe a morning routine from a 2 year olds perspective,0
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,1
"Tell me whether these are literary characters or fruits: Gandalf, banana, Frodo Baggins, Aragorn, orange, apple, Sauron",1
What is the difference between common law and civil law?,1
"Given this paragraph about Sam Baker, what is the Outland Trophy?",1
What makes the Expanse series better than other sci-fi?,0
How do you cook ribs?,1
Who is Rajinikanth?,1
Extract from the text year in which Italy First was launched,1
"Identify which instrument is string or percussion: Damaru, Laouto",1
"Based on the reference text, what was the start date and the expected completion date of the reconstruction project on the Howard Frankland bridge.",1
What is the largest state by land size in the United States of America?,1
What colors are typically associated with Christmas?,1
"Given this reference text about Jimmy John's, how many Jimmy John's locations are there?",1
Why do people like Red Light Therapy?,1
"Classify the following by how they are affected by a strong permanent magnet as one of ""attract"", ""repel"", ""nothing"": iron nail, paper clips, a tin can, a compass, a plastic cup, a glass window, a leather wallet, a brick, a magnet of opposite polarity, pyrolytic carbon sheet.",1
"What family do tigers, lions and panthers all belong to?",1
Why do people like to travel?,1
"Identify which car manufacturer is Chinese or American: Dongfeng, Chrysler",1
Why is Arsenal FC a great football club?,1
Give me the TLDR on using llamas to guard my livestock.,1
"Tell me whether these are names of soft drinks or coffee: Starbucks, Peet's, Blue Bottle, Coca-Cola, Sprite, Canada Dry, Pepsi",1
"Classify each of the following as an American coffee shop chain or an American fast-food hamburger restaurant: Starbucks, Dunkin Donuts, McDonald's, In-N-Out, Dutch Bros, Coffee Bean & Tea Leaf, Burger King, Carl's Jr",1
What is an unsecured loan?,1
How does running slow make you run faster?,1
"Given this paragraph about the M26, tell me how many times Hunt finished in the top 3, and explain your reasoning.",1
"List all the persons in the text in alphabetical order using their surname: 

At acute times where there is a lot of pressure crossing the Channel, whether that’s on tunnel or ferries, then I think there’s always going to be a backup. I just urge everybody to be a bit patient while the ferry companies work their way through the backlog.”

Later, speaking on the Laura Kuenssberg programme on BBC One, Braverman denied the situation at Dover would repeat itself and blamed “bad weather”.

But her comments variously attracted ire and ridicule. The Liberal Democrats’ home affairs spokesperson, Alistair Carmichael, said: “These comments show Suella Braverman is in complete denial about the impact of the Conservative government’s botched deal with Europe on our borders. For Conservative ministers like Braverman, it is always someone else’s fault.

“Businesses and travellers are being tied up in reams of red tape but ministers are refusing to lift a finger. It shows the Conservative party is out of touch, out of excuses and should be out of power.”

The former Conservative cabinet minister David Gauke, who was stripped of the Tory whip for rebelling in a Brexit vote, tweeted: “If we were in the EU, the French would not need to do individual passport checks. If no individual passport checks, the process at Dover would be quicker. The Dover queues are, therefore, partly caused by Brexit. Not a contentious point, surely?”

Caroline Lucas, the Green party MP, described Braverman as being “on another planet as usual”. She said that the home secretary’s comments regarding no Brexit link contradicted those expressed by the port’s chief executive. In an interview with the Observer a year ago, Doug Bannister, admitted Brexit was causing longer processing times at the border.",0
"Classify each of the following as either a quantitative major or qualitative major: English, mathematics, physics, statistics, history, law",1
Who is Richard Wayne Bogosian?,1
What is Python?,1
When was The White Mandigos band formed?,1
Extract what previous provinces Kardzhali a part of in the past,1
What causes mortgage interest rates to rise in the US?,1
Who was Luis Gonzalez de Ubieta,1
"What of the following component part of either Data Engineering or  Machine learning? Delta Live Table (DLT), MLFlow, Autoloader, AutoML",1
List 10 highest-grossing actors in the world.,1
what is Stoicism,1
What are really considered the Seven Wonders of the World?,1
What are the key benefits of Delta Live Tables?,1
What shape are Philodendron leaves?,1
Please extract Sinclair's awards from this paragraph and list them in bullets in order from oldest to most recent.,1
"Tell me whether the following animals are part of the cat family: ocelot, lion, jackal, caracal, leopard, fox, tiger, lynx.",1
Why should you visit Ireland?,0
What is the name of the meme crypto coin that Elon Musk made famous?,1
When was the first bicycle race?,1
I want to buy a work monitor which is to be used along with the laptop. What features of monitor should be considered?,0
"Tell me which one of the following countries are in the European Union: The Netherlands, Switzerland, Germany, Finland, the United Kingdom, Italy, Luxembourg, Turkey, Australia, Vietnam, Canada.",1
Why do some people prefer to drink hot water than cold water?,1
"Given this paragraph about Pittsford, New York, what year was the town settled?",1
Find all sports from this passage that use the term hat-trick.,1
From the text below extract the types of species and the percentage of its habitat in the form {Species}:{Percentage} and place them as a bullet list,1
"Classify the following as types of birds or types of snakes: robin, cobra, rattlesnake, eagle, viper, raptor, bluejay, cottonmouth, copperhead, sparrow.",1
